CaseID,Activity,EnableTimestamp,StartTimestamp,EndTimestamp,Resource
81805,Traer informacion estudiante - banner,,2016-02-03 16:54:27+02:00,2016-02-03 16:54:27+02:00,8997
81805,Radicar Solicitud Homologacion,,2016-02-03 16:54:28+02:00,2016-02-03 16:54:32+02:00,8997
81805,Validar solicitud,,2016-02-03 16:58:47+02:00,2016-02-03 16:59:42+02:00,387
81805,Homologacion por grupo de cursos,,2016-02-03 17:54:40+02:00,2016-02-03 18:13:43+02:00,1007
81805,End,,2016-02-03 18:13:43+02:00,2016-02-03 18:13:43+02:00,End
81851,Start,,2016-02-03 14:24:22+02:00,2016-02-03 14:24:22+02:00,Start
81851,Traer informacion estudiante - banner,,2016-02-03 14:24:22+02:00,2016-02-03 14:24:22+02:00,955
81851,Radicar Solicitud Homologacion,,2016-02-03 14:24:26+02:00,2016-02-03 14:30:27+02:00,955
81851,Cancelar Solicitud,,2016-02-03 23:01:07+02:00,2016-02-03 23:17:37+02:00,22475
81851,Notificacion estudiante cancelacion soli,,2016-02-05 23:31:27+02:00,2016-02-05 23:31:27+02:00,22475
81851,End,,2016-02-05 23:31:27+02:00,2016-02-05 23:31:27+02:00,End
81951,Start,,2016-02-03 21:22:37+02:00,2016-02-03 21:22:37+02:00,Start
81951,Traer informacion estudiante - banner,,2016-02-03 21:22:37+02:00,2016-02-03 21:22:37+02:00,8443
81951,Radicar Solicitud Homologacion,,2016-02-03 21:22:41+02:00,2016-02-03 21:50:18+02:00,8443
81951,Cancelar Solicitud,,2016-02-09 03:52:53+02:00,2016-02-09 05:18:13+02:00,8443
81951,Notificacion estudiante cancelacion soli,,2016-02-23 22:20:40+02:00,2016-02-23 22:20:40+02:00,8443
81951,End,,2016-02-23 22:20:40+02:00,2016-02-23 22:20:40+02:00,End
82008,Start,,2016-02-03 23:08:17+02:00,2016-02-03 23:08:17+02:00,Start
82008,Traer informacion estudiante - banner,,2016-02-03 23:08:17+02:00,2016-02-03 23:08:17+02:00,955
82008,Radicar Solicitud Homologacion,,2016-02-03 23:08:18+02:00,2016-02-03 23:08:29+02:00,955
82008,Validar solicitud,,2016-02-03 23:19:36+02:00,2016-02-04 00:04:55+02:00,1707
82008,Homologacion por grupo de cursos,,2016-02-11 18:39:20+02:00,2016-02-11 20:55:40+02:00,15930
82008,End,,2016-02-11 20:55:40+02:00,2016-02-11 20:55:40+02:00,End
82009,Start,,2016-02-03 23:20:30+02:00,2016-02-03 23:20:30+02:00,Start
82009,Traer informacion estudiante - banner,,2016-02-03 23:20:30+02:00,2016-02-03 23:20:30+02:00,955
82009,Radicar Solicitud Homologacion,,2016-02-03 23:20:31+02:00,2016-02-03 23:20:39+02:00,955
82009,Validar solicitud,,2016-02-03 23:28:42+02:00,2016-02-04 00:13:51+02:00,1707
82009,Homologacion por grupo de cursos,,2016-02-11 18:37:42+02:00,2016-02-11 20:51:10+02:00,15930
82009,End,,2016-02-11 20:51:10+02:00,2016-02-11 20:51:10+02:00,End
82054,Start,,2016-02-04 02:15:40+02:00,2016-02-04 02:15:40+02:00,Start
82054,Traer informacion estudiante - banner,,2016-02-04 02:15:40+02:00,2016-02-04 02:15:40+02:00,18289
82054,Radicar Solicitud Homologacion,,2016-02-04 02:15:41+02:00,2016-02-04 02:15:41+02:00,18289
82054,Validar solicitud,,2016-02-04 02:34:06+02:00,2016-02-04 02:48:23+02:00,22475
82054,Homologacion por grupo de cursos,,2016-02-05 23:17:06+02:00,2016-02-05 23:50:08+02:00,1343
82054,End,,2016-02-05 23:50:08+02:00,2016-02-05 23:50:08+02:00,End
82101,Start,,2016-02-04 03:31:58+02:00,2016-02-04 03:31:58+02:00,Start
82101,Traer informacion estudiante - banner,,2016-02-04 03:31:58+02:00,2016-02-04 03:31:58+02:00,16695
82101,Radicar Solicitud Homologacion,,2016-02-04 03:32:03+02:00,2016-02-04 03:33:00+02:00,16695
82101,Validar solicitud,,2016-02-04 15:57:57+02:00,2016-02-04 16:05:49+02:00,659
82101,Homologacion por grupo de cursos,,2016-02-05 15:50:37+02:00,2016-02-05 15:51:10+02:00,1422
82101,End,,2016-02-05 15:51:10+02:00,2016-02-05 15:51:10+02:00,End
82102,Start,,2016-02-04 03:55:28+02:00,2016-02-04 03:55:28+02:00,Start
82102,Traer informacion estudiante - banner,,2016-02-04 03:55:28+02:00,2016-02-04 03:55:28+02:00,528
82102,Radicar Solicitud Homologacion,,2016-02-04 03:55:29+02:00,2016-02-04 03:55:29+02:00,528
82102,Validar solicitud,,2016-02-04 05:18:54+02:00,2016-02-04 05:46:17+02:00,716
82102,Homologacion por grupo de cursos,,2016-02-09 18:23:47+02:00,2016-02-09 19:52:30+02:00,7394
82102,End,,2016-02-09 19:52:30+02:00,2016-02-09 19:52:30+02:00,End
82151,Start,,2016-02-04 01:39:02+02:00,2016-02-04 01:39:02+02:00,Start
82151,Traer informacion estudiante - banner,,2016-02-04 01:39:02+02:00,2016-02-04 01:39:02+02:00,6186
82151,Radicar Solicitud Homologacion,,2016-02-04 01:39:07+02:00,2016-02-04 01:39:07+02:00,6186
82151,Cancelar Solicitud,,2016-02-04 01:55:20+02:00,2016-02-04 02:45:05+02:00,22404
82151,Notificacion estudiante cancelacion soli,,2016-02-12 16:45:53+02:00,2016-02-12 16:45:53+02:00,22404
82151,End,,2016-02-12 16:45:53+02:00,2016-02-12 16:45:53+02:00,End
82251,Start,,2016-02-04 06:20:38+02:00,2016-02-04 06:20:38+02:00,Start
82251,Traer informacion estudiante - banner,,2016-02-04 06:20:38+02:00,2016-02-04 06:20:38+02:00,8916
82251,Radicar Solicitud Homologacion,,2016-02-04 06:20:41+02:00,2016-02-04 06:20:41+02:00,8916
82251,Validar solicitud,,2016-02-04 06:28:26+02:00,2016-02-04 06:38:22+02:00,669
82251,Cancelar Solicitud,,2016-02-04 06:28:26+02:00,2016-02-04 07:07:51+02:00,8916
82251,Notificacion estudiante cancelacion soli,,2016-02-11 00:25:56+02:00,2016-02-11 00:25:56+02:00,8916
82251,End,,2016-02-11 00:25:56+02:00,2016-02-11 00:25:56+02:00,End
82301,Start,,2016-02-04 07:55:23+02:00,2016-02-04 07:55:23+02:00,Start
82301,Traer informacion estudiante - banner,,2016-02-04 07:55:23+02:00,2016-02-04 07:55:23+02:00,8186
82301,Radicar Solicitud Homologacion,,2016-02-04 07:55:26+02:00,2016-02-04 08:07:46+02:00,8186
82301,Validar solicitud,,2016-02-05 21:20:17+02:00,2016-02-05 21:20:17+02:00,387
82301,End,,2016-02-05 21:20:17+02:00,2016-02-05 21:20:17+02:00,End
82301,Recepcion de documentos,,2016-02-05 19:25:26+02:00,2016-02-06 07:33:26+02:00,26789
82301,Homologacion por grupo de cursos,,2016-02-05 19:25:27+02:00,2016-02-06 07:42:52+02:00,1007
82503,Start,,2016-02-04 14:47:27+02:00,2016-02-04 14:47:27+02:00,Start
82503,Traer informacion estudiante - banner,,2016-02-04 14:47:27+02:00,2016-02-04 14:47:27+02:00,8528
82503,Radicar Solicitud Homologacion,,2016-02-04 14:47:30+02:00,2016-02-04 14:47:36+02:00,8528
82503,Cancelar Solicitud,,2016-02-04 15:06:17+02:00,2016-02-04 15:06:28+02:00,8528
82503,Notificacion estudiante cancelacion soli,,2016-02-04 15:18:12+02:00,2016-02-04 15:18:12+02:00,8528
82503,End,,2016-02-04 15:18:12+02:00,2016-02-04 15:18:12+02:00,End
82505,Start,,2016-02-04 15:06:44+02:00,2016-02-04 15:06:44+02:00,Start
82505,Traer informacion estudiante - banner,,2016-02-04 15:06:44+02:00,2016-02-04 15:06:44+02:00,8528
82505,Radicar Solicitud Homologacion,,2016-02-04 15:06:45+02:00,2016-02-04 15:06:50+02:00,8528
82505,Cancelar Solicitud,,2016-02-04 15:12:27+02:00,2016-02-04 15:56:14+02:00,1707
82505,Notificacion estudiante cancelacion soli,,2016-02-11 19:15:32+02:00,2016-02-11 19:15:32+02:00,1707
82505,End,,2016-02-11 19:15:32+02:00,2016-02-11 19:15:32+02:00,End
82506,Start,,2016-02-04 15:16:32+02:00,2016-02-04 15:16:32+02:00,Start
82506,Traer informacion estudiante - banner,,2016-02-04 15:16:32+02:00,2016-02-04 15:16:32+02:00,2804
82506,Radicar Solicitud Homologacion,,2016-02-04 15:16:33+02:00,2016-02-04 15:16:40+02:00,2804
82506,Validar solicitud,,2016-02-04 15:24:30+02:00,2016-02-04 15:40:05+02:00,677
82506,Homologacion por grupo de cursos,,2016-02-08 14:36:31+02:00,2016-02-08 16:24:31+02:00,3445
82506,End,,2016-02-08 16:24:31+02:00,2016-02-08 16:24:31+02:00,End
82507,Start,,2016-02-04 15:18:19+02:00,2016-02-04 15:18:19+02:00,Start
82507,Traer informacion estudiante - banner,,2016-02-04 15:18:19+02:00,2016-02-04 15:18:19+02:00,8528
82507,Radicar Solicitud Homologacion,,2016-02-04 15:18:20+02:00,2016-02-04 15:18:21+02:00,8528
82507,Validar solicitud,,2016-02-04 15:19:58+02:00,2016-02-04 15:29:27+02:00,6694
82507,Homologacion por grupo de cursos,,2016-02-05 16:49:44+02:00,2016-02-05 19:23:54+02:00,6990
82507,End,,2016-02-05 19:23:54+02:00,2016-02-05 19:23:54+02:00,End
82508,Start,,2016-02-04 15:24:47+02:00,2016-02-04 15:24:47+02:00,Start
82508,Traer informacion estudiante - banner,,2016-02-04 15:24:47+02:00,2016-02-04 15:24:47+02:00,8528
82508,Radicar Solicitud Homologacion,,2016-02-04 15:24:49+02:00,2016-02-04 15:24:57+02:00,8528
82508,Validar solicitud,,2016-02-04 15:33:34+02:00,2016-02-04 16:17:00+02:00,1707
82508,Homologacion por grupo de cursos,,2016-02-11 19:12:01+02:00,2016-02-11 21:57:32+02:00,15930
82508,End,,2016-02-11 21:57:32+02:00,2016-02-11 21:57:32+02:00,End
82604,Start,,2016-02-04 21:15:57+02:00,2016-02-04 21:15:57+02:00,Start
82604,Traer informacion estudiante - banner,,2016-02-04 21:15:57+02:00,2016-02-04 21:15:57+02:00,8450
82604,Radicar Solicitud Homologacion,,2016-02-04 21:16:00+02:00,2016-02-04 21:16:08+02:00,8450
82604,Validar solicitud,,2016-02-04 21:24:12+02:00,2016-02-04 23:03:47+02:00,18929
82604,Homologacion por grupo de cursos,,2016-02-23 13:00:08+02:00,2016-02-23 21:50:58+02:00,18929
82604,End,,2016-02-23 21:50:58+02:00,2016-02-23 21:50:58+02:00,End
82651,Start,,2016-02-04 23:01:04+02:00,2016-02-04 23:01:04+02:00,Start
82651,Traer informacion estudiante - banner,,2016-02-04 23:01:04+02:00,2016-02-04 23:01:04+02:00,2925
82651,Radicar Solicitud Homologacion,,2016-02-04 23:01:08+02:00,2016-02-04 23:01:33+02:00,2925
82651,Validar solicitud,,2016-02-04 23:26:58+02:00,2016-02-04 23:50:31+02:00,49
82651,Homologacion por grupo de cursos,,2016-02-09 23:00:18+02:00,2016-02-09 23:01:46+02:00,2541
82651,End,,2016-02-09 23:01:46+02:00,2016-02-09 23:01:46+02:00,End
82652,Start,,2016-02-04 23:08:03+02:00,2016-02-04 23:08:03+02:00,Start
82652,Traer informacion estudiante - banner,,2016-02-04 23:08:03+02:00,2016-02-04 23:08:03+02:00,3421
82652,Radicar Solicitud Homologacion,,2016-02-04 23:08:04+02:00,2016-02-04 23:08:21+02:00,3421
82652,Validar solicitud,,2016-02-04 23:25:36+02:00,2016-02-04 23:33:13+02:00,19019
82652,Homologacion por grupo de cursos,,2016-02-05 23:02:57+02:00,2016-02-06 07:31:20+02:00,1007
82652,End,,2016-02-06 07:31:20+02:00,2016-02-06 07:31:20+02:00,End
82655,Start,,2016-02-04 20:49:43+02:00,2016-02-04 20:49:43+02:00,Start
82655,Validar solicitud,,2016-02-04 20:49:43+02:00,2016-02-04 20:59:50+02:00,22475
82655,Traer informacion estudiante - banner,,2016-02-04 23:27:22+02:00,2016-02-04 23:27:22+02:00,2834
82655,Radicar Solicitud Homologacion,,2016-02-04 23:27:23+02:00,2016-02-04 23:27:23+02:00,2834
82655,Homologacion por grupo de cursos,,2016-02-05 23:07:02+02:00,2016-02-05 23:40:13+02:00,1343
82655,End,,2016-02-05 23:40:13+02:00,2016-02-05 23:40:13+02:00,End
82701,Start,,2016-02-05 01:33:33+02:00,2016-02-05 01:33:33+02:00,Start
82701,Traer informacion estudiante - banner,,2016-02-05 01:33:33+02:00,2016-02-05 01:33:33+02:00,26147
82701,Radicar Solicitud Homologacion,,2016-02-05 01:33:38+02:00,2016-02-05 01:53:12+02:00,26147
82701,Validar solicitud,,2016-02-09 18:34:53+02:00,2016-02-09 19:07:18+02:00,7080
82701,Cancelar Solicitud,,2016-02-09 18:34:54+02:00,2016-02-09 19:16:56+02:00,7080
82701,Notificacion estudiante cancelacion soli,,2016-02-16 22:37:36+02:00,2016-02-16 22:37:36+02:00,7080
82701,End,,2016-02-16 22:37:36+02:00,2016-02-16 22:37:36+02:00,End
82801,Start,,2016-02-05 00:29:25+02:00,2016-02-05 00:29:25+02:00,Start
82801,Traer informacion estudiante - banner,,2016-02-05 00:29:25+02:00,2016-02-05 00:29:25+02:00,5571
82801,Radicar Solicitud Homologacion,,2016-02-05 00:29:30+02:00,2016-02-05 00:30:00+02:00,5571
82801,Validar solicitud,,2016-02-05 03:48:08+02:00,2016-02-05 03:49:58+02:00,669
82801,Homologacion por grupo de cursos,,2016-02-05 16:50:43+02:00,2016-02-05 17:28:11+02:00,1343
82801,End,,2016-02-05 17:28:11+02:00,2016-02-05 17:28:11+02:00,End
82802,Start,,2016-02-05 00:41:16+02:00,2016-02-05 00:41:16+02:00,Start
82802,Traer informacion estudiante - banner,,2016-02-05 00:41:16+02:00,2016-02-05 00:41:16+02:00,9872
82802,Radicar Solicitud Homologacion,,2016-02-05 00:41:17+02:00,2016-02-05 00:41:28+02:00,9872
82802,Validar solicitud,,2016-02-05 00:52:53+02:00,2016-02-05 01:19:35+02:00,1707
82802,Homologacion por grupo de cursos,,2016-02-10 17:35:39+02:00,2016-02-10 20:30:33+02:00,15930
82802,End,,2016-02-10 20:30:33+02:00,2016-02-10 20:30:33+02:00,End
82851,Start,,2016-02-05 11:18:45+02:00,2016-02-05 11:18:45+02:00,Start
82851,Traer informacion estudiante - banner,,2016-02-05 11:18:45+02:00,2016-02-05 11:18:45+02:00,8588
82851,Radicar Solicitud Homologacion,,2016-02-05 11:18:52+02:00,2016-02-05 11:54:52+02:00,8588
82851,Cancelar Solicitud,,2016-02-11 20:29:29+02:00,2016-02-11 21:29:29+02:00,677
82851,Notificacion estudiante cancelacion soli,,2016-02-23 14:11:02+02:00,2016-02-23 14:11:02+02:00,677
82851,End,,2016-02-23 14:11:02+02:00,2016-02-23 14:11:02+02:00,End
82902,Start,,2016-02-05 14:40:37+02:00,2016-02-05 14:40:37+02:00,Start
82902,Homologacion por grupo de cursos,,2016-02-05 14:40:37+02:00,2016-02-05 15:19:56+02:00,1343
82902,Traer informacion estudiante - banner,,2016-02-05 17:10:51+02:00,2016-02-05 17:10:51+02:00,6159
82902,Radicar Solicitud Homologacion,,2016-02-05 17:10:52+02:00,2016-02-05 17:10:54+02:00,6159
82902,Validar solicitud,,2016-02-05 17:13:41+02:00,2016-02-05 17:13:41+02:00,669
82902,End,,2016-02-05 17:13:41+02:00,2016-02-05 17:13:41+02:00,End
82903,Start,,2016-02-05 19:03:29+02:00,2016-02-05 19:03:29+02:00,Start
82903,Traer informacion estudiante - banner,,2016-02-05 19:03:29+02:00,2016-02-05 19:03:29+02:00,8213
82903,Radicar Solicitud Homologacion,,2016-02-05 19:03:30+02:00,2016-02-05 19:03:30+02:00,8213
82903,Validar solicitud,,2016-02-05 19:21:25+02:00,2016-02-05 19:53:25+02:00,1707
82903,Cancelar Solicitud,,2016-02-05 19:21:25+02:00,2016-02-05 20:05:25+02:00,8213
82903,Notificacion estudiante cancelacion soli,,2016-02-15 14:23:44+02:00,2016-02-15 14:23:44+02:00,8213
82903,End,,2016-02-15 14:23:44+02:00,2016-02-15 14:23:44+02:00,End
82904,Start,,2016-02-05 19:13:49+02:00,2016-02-05 19:13:49+02:00,Start
82904,Traer informacion estudiante - banner,,2016-02-05 19:13:49+02:00,2016-02-05 19:13:49+02:00,8213
82904,Radicar Solicitud Homologacion,,2016-02-05 19:13:50+02:00,2016-02-05 19:13:50+02:00,8213
82904,Validar solicitud,,2016-02-05 19:20:09+02:00,2016-02-05 19:52:09+02:00,1707
82904,Homologacion por grupo de cursos,,2016-02-11 19:08:11+02:00,2016-02-11 19:21:27+02:00,1707
82904,End,,2016-02-11 19:21:27+02:00,2016-02-11 19:21:27+02:00,End
82906,Start,,2016-02-05 19:24:25+02:00,2016-02-05 19:24:25+02:00,Start
82906,Traer informacion estudiante - banner,,2016-02-05 19:24:25+02:00,2016-02-05 19:24:25+02:00,1910
82906,Radicar Solicitud Homologacion,,2016-02-05 19:24:26+02:00,2016-02-05 19:28:26+02:00,1910
82906,Validar solicitud,,2016-02-06 16:25:06+02:00,2016-02-06 17:09:57+02:00,387
82906,Recepcion de documentos,,2016-02-15 21:51:09+02:00,2016-02-16 01:10:17+02:00,19019
82906,End,,2016-02-16 01:10:17+02:00,2016-02-16 01:10:17+02:00,End
82906,Homologacion por grupo de cursos,,2016-02-15 21:51:09+02:00,2016-02-16 01:26:17+02:00,1007
82909,Start,,2016-02-06 00:42:58+02:00,2016-02-06 00:42:58+02:00,Start
82909,Traer informacion estudiante - banner,,2016-02-06 00:42:58+02:00,2016-02-06 00:42:58+02:00,12836
82909,Radicar Solicitud Homologacion,,2016-02-06 00:42:59+02:00,2016-02-06 00:43:09+02:00,12836
82909,Cancelar Solicitud,,2016-02-06 00:53:54+02:00,2016-02-06 01:10:00+02:00,19019
82909,Notificacion estudiante cancelacion soli,,2016-02-10 14:07:32+02:00,2016-02-10 14:07:32+02:00,19019
82909,End,,2016-02-10 14:07:32+02:00,2016-02-10 14:07:32+02:00,End
82910,Start,,2016-02-06 00:54:28+02:00,2016-02-06 00:54:28+02:00,Start
82910,Traer informacion estudiante - banner,,2016-02-06 00:54:28+02:00,2016-02-06 00:54:28+02:00,12836
82910,Radicar Solicitud Homologacion,,2016-02-06 00:54:29+02:00,2016-02-06 00:54:34+02:00,12836
82910,Validar solicitud,,2016-02-06 01:00:11+02:00,2016-02-06 01:28:11+02:00,1707
82910,Homologacion por grupo de cursos,,2016-02-11 19:06:29+02:00,2016-02-11 21:22:29+02:00,15930
82910,End,,2016-02-11 21:22:29+02:00,2016-02-11 21:22:29+02:00,End
82952,Start,,2016-02-05 15:52:59+02:00,2016-02-05 15:52:59+02:00,Start
82952,Traer informacion estudiante - banner,,2016-02-05 15:52:59+02:00,2016-02-05 15:52:59+02:00,4708
82952,Radicar Solicitud Homologacion,,2016-02-05 15:53:00+02:00,2016-02-05 15:53:19+02:00,4708
82952,Cancelar Solicitud,,2016-02-05 16:12:11+02:00,2016-02-05 16:18:58+02:00,677
82952,Notificacion estudiante cancelacion soli,,2016-02-08 14:52:36+02:00,2016-02-08 14:52:36+02:00,677
82952,End,,2016-02-08 14:52:36+02:00,2016-02-08 14:52:36+02:00,End
82960,Start,,2016-02-05 19:30:31+02:00,2016-02-05 19:30:31+02:00,Start
82960,Traer informacion estudiante - banner,,2016-02-05 19:30:31+02:00,2016-02-05 19:30:31+02:00,11811
82960,Radicar Solicitud Homologacion,,2016-02-05 19:30:32+02:00,2016-02-05 19:30:32+02:00,11811
82960,Cancelar Solicitud,,2016-02-05 19:37:13+02:00,2016-02-05 19:39:49+02:00,669
82960,Notificacion estudiante cancelacion soli,,2016-02-05 23:36:38+02:00,2016-02-05 23:36:38+02:00,669
82960,End,,2016-02-05 23:36:38+02:00,2016-02-05 23:36:38+02:00,End
83051,Start,,2016-02-06 03:14:46+02:00,2016-02-06 03:14:46+02:00,Start
83051,Traer informacion estudiante - banner,,2016-02-06 03:14:46+02:00,2016-02-06 03:14:46+02:00,10962
83051,Radicar Solicitud Homologacion,,2016-02-06 03:14:49+02:00,2016-02-06 03:14:49+02:00,10962
83051,Cancelar Solicitud,,2016-02-06 17:01:21+02:00,2016-02-06 19:49:21+02:00,716
83051,Notificacion estudiante cancelacion soli,,2016-03-08 13:51:08+02:00,2016-03-08 13:51:08+02:00,716
83051,End,,2016-03-08 13:51:08+02:00,2016-03-08 13:51:08+02:00,End
83053,Start,,2016-02-06 03:34:43+02:00,2016-02-06 03:34:43+02:00,Start
83053,Traer informacion estudiante - banner,,2016-02-06 03:34:43+02:00,2016-02-06 03:34:43+02:00,6639
83053,Radicar Solicitud Homologacion,,2016-02-06 03:34:44+02:00,2016-02-06 03:34:44+02:00,6639
83053,Validar solicitud,,2016-02-06 03:52:44+02:00,2016-02-06 03:52:44+02:00,22475
83053,Homologacion por grupo de cursos,,2016-02-08 13:21:59+02:00,2016-02-08 13:53:18+02:00,1343
83053,End,,2016-02-08 13:53:18+02:00,2016-02-08 13:53:18+02:00,End
83201,Start,,2016-02-06 12:48:18+02:00,2016-02-06 12:48:18+02:00,Start
83201,Traer informacion estudiante - banner,,2016-02-06 12:48:18+02:00,2016-02-06 12:48:18+02:00,11583
83201,Radicar Solicitud Homologacion,,2016-02-06 12:48:26+02:00,2016-02-06 13:26:12+02:00,11583
83201,Notificacion estudiante cancelacion soli,,2016-02-23 21:10:18+02:00,2016-02-23 21:10:18+02:00,1
83201,End,,2016-02-23 21:10:18+02:00,2016-02-23 21:10:18+02:00,End
83251,Start,,2016-02-06 17:29:53+02:00,2016-02-06 17:29:53+02:00,Start
83251,Traer informacion estudiante - banner,,2016-02-06 17:48:54+02:00,2016-02-06 17:48:54+02:00,7770
83251,Radicar Solicitud Homologacion,,2016-02-06 17:49:00+02:00,2016-02-06 17:49:00+02:00,7770
83251,Validar solicitud,,2016-02-06 17:29:53+02:00,2016-02-06 19:09:21+02:00,716
83251,Revisar curso,,2016-02-24 18:28:01+02:00,2016-02-24 18:28:03+02:00,716
83251,Homologacion por grupo de cursos,,2016-02-24 18:28:01+02:00,2016-02-24 18:28:51+02:00,7394
83251,Evaluacion curso,,2016-02-24 18:30:02+02:00,2016-02-24 18:30:42+02:00,716
83251,Validacion final,,2016-02-24 21:10:59+02:00,2016-02-24 21:10:59+02:00,716
83251,Visto Bueno Cierre Proceso,,2016-02-24 21:11:36+02:00,2016-02-24 21:11:42+02:00,7394
83251,Transferir Creditos,,2016-02-24 21:18:04+02:00,2016-02-24 21:18:04+02:00,7394
83251,Transferir creditos homologables,,2016-02-24 21:18:05+02:00,2016-02-24 21:18:05+02:00,7394
83251,Transferir creditos homologables,,2016-02-24 21:18:05+02:00,2016-02-24 21:18:05+02:00,7394
83251,End,,2016-02-24 21:18:05+02:00,2016-02-24 21:18:05+02:00,End
